#filename,assembly_ID,order,order_details,family,family_details,genus_species,number_of_specimen,stage,sample_location,sample_date,bloodfeeding
Simulated_assembly_64_iteration_0_n10000_original.fasta,Simulated_assembly_64_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_5_n10000_mp5.fasta,Simulated_assembly_64_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_10_n10000_mp10.fasta,Simulated_assembly_64_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_15_n10000_mp15.fasta,Simulated_assembly_64_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_20_n10000_mp20.fasta,Simulated_assembly_64_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_25_n10000_mp25.fasta,Simulated_assembly_64_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_30_n10000_mp30.fasta,Simulated_assembly_64_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_35_n10000_mp35.fasta,Simulated_assembly_64_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_40_n10000_mp40.fasta,Simulated_assembly_64_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_45_n10000_mp45.fasta,Simulated_assembly_64_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_50_n10000_mp50.fasta,Simulated_assembly_64_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_55_n10000_mp55.fasta,Simulated_assembly_64_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_60_n10000_mp60.fasta,Simulated_assembly_64_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_65_n10000_mp65.fasta,Simulated_assembly_64_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_70_n10000_mp70.fasta,Simulated_assembly_64_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_75_n10000_mp75.fasta,Simulated_assembly_64_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_80_n10000_mp80.fasta,Simulated_assembly_64_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_85_n10000_mp85.fasta,Simulated_assembly_64_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_64_iteration_90_n10000_mp90.fasta,Simulated_assembly_64_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_0_n10000_original.fasta,Simulated_assembly_65_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_5_n10000_mp5.fasta,Simulated_assembly_65_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_10_n10000_mp10.fasta,Simulated_assembly_65_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_15_n10000_mp15.fasta,Simulated_assembly_65_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_20_n10000_mp20.fasta,Simulated_assembly_65_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_25_n10000_mp25.fasta,Simulated_assembly_65_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_30_n10000_mp30.fasta,Simulated_assembly_65_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_35_n10000_mp35.fasta,Simulated_assembly_65_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_40_n10000_mp40.fasta,Simulated_assembly_65_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_45_n10000_mp45.fasta,Simulated_assembly_65_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_50_n10000_mp50.fasta,Simulated_assembly_65_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_55_n10000_mp55.fasta,Simulated_assembly_65_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_60_n10000_mp60.fasta,Simulated_assembly_65_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_65_n10000_mp65.fasta,Simulated_assembly_65_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_70_n10000_mp70.fasta,Simulated_assembly_65_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_75_n10000_mp75.fasta,Simulated_assembly_65_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_80_n10000_mp80.fasta,Simulated_assembly_65_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_85_n10000_mp85.fasta,Simulated_assembly_65_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_65_iteration_90_n10000_mp90.fasta,Simulated_assembly_65_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_0_n10000_original.fasta,Simulated_assembly_66_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_5_n10000_mp5.fasta,Simulated_assembly_66_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_10_n10000_mp10.fasta,Simulated_assembly_66_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_15_n10000_mp15.fasta,Simulated_assembly_66_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_20_n10000_mp20.fasta,Simulated_assembly_66_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_25_n10000_mp25.fasta,Simulated_assembly_66_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_30_n10000_mp30.fasta,Simulated_assembly_66_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_35_n10000_mp35.fasta,Simulated_assembly_66_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_40_n10000_mp40.fasta,Simulated_assembly_66_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_45_n10000_mp45.fasta,Simulated_assembly_66_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_50_n10000_mp50.fasta,Simulated_assembly_66_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_55_n10000_mp55.fasta,Simulated_assembly_66_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_60_n10000_mp60.fasta,Simulated_assembly_66_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_65_n10000_mp65.fasta,Simulated_assembly_66_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_70_n10000_mp70.fasta,Simulated_assembly_66_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_75_n10000_mp75.fasta,Simulated_assembly_66_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_80_n10000_mp80.fasta,Simulated_assembly_66_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_85_n10000_mp85.fasta,Simulated_assembly_66_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_66_iteration_90_n10000_mp90.fasta,Simulated_assembly_66_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_0_n10000_original.fasta,Simulated_assembly_67_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_5_n10000_mp5.fasta,Simulated_assembly_67_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_10_n10000_mp10.fasta,Simulated_assembly_67_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_15_n10000_mp15.fasta,Simulated_assembly_67_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_20_n10000_mp20.fasta,Simulated_assembly_67_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_25_n10000_mp25.fasta,Simulated_assembly_67_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_30_n10000_mp30.fasta,Simulated_assembly_67_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_35_n10000_mp35.fasta,Simulated_assembly_67_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_40_n10000_mp40.fasta,Simulated_assembly_67_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_45_n10000_mp45.fasta,Simulated_assembly_67_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_50_n10000_mp50.fasta,Simulated_assembly_67_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_55_n10000_mp55.fasta,Simulated_assembly_67_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_60_n10000_mp60.fasta,Simulated_assembly_67_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_65_n10000_mp65.fasta,Simulated_assembly_67_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_70_n10000_mp70.fasta,Simulated_assembly_67_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_75_n10000_mp75.fasta,Simulated_assembly_67_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_80_n10000_mp80.fasta,Simulated_assembly_67_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_85_n10000_mp85.fasta,Simulated_assembly_67_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_67_iteration_90_n10000_mp90.fasta,Simulated_assembly_67_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_0_n10000_original.fasta,Simulated_assembly_68_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_5_n10000_mp5.fasta,Simulated_assembly_68_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_10_n10000_mp10.fasta,Simulated_assembly_68_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_15_n10000_mp15.fasta,Simulated_assembly_68_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_20_n10000_mp20.fasta,Simulated_assembly_68_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_25_n10000_mp25.fasta,Simulated_assembly_68_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_30_n10000_mp30.fasta,Simulated_assembly_68_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_35_n10000_mp35.fasta,Simulated_assembly_68_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_40_n10000_mp40.fasta,Simulated_assembly_68_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_45_n10000_mp45.fasta,Simulated_assembly_68_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_50_n10000_mp50.fasta,Simulated_assembly_68_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_55_n10000_mp55.fasta,Simulated_assembly_68_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_60_n10000_mp60.fasta,Simulated_assembly_68_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_65_n10000_mp65.fasta,Simulated_assembly_68_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_70_n10000_mp70.fasta,Simulated_assembly_68_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_75_n10000_mp75.fasta,Simulated_assembly_68_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_80_n10000_mp80.fasta,Simulated_assembly_68_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_85_n10000_mp85.fasta,Simulated_assembly_68_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_68_iteration_90_n10000_mp90.fasta,Simulated_assembly_68_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_0_n10000_original.fasta,Simulated_assembly_69_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_5_n10000_mp5.fasta,Simulated_assembly_69_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_10_n10000_mp10.fasta,Simulated_assembly_69_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_15_n10000_mp15.fasta,Simulated_assembly_69_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_20_n10000_mp20.fasta,Simulated_assembly_69_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_25_n10000_mp25.fasta,Simulated_assembly_69_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_30_n10000_mp30.fasta,Simulated_assembly_69_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_35_n10000_mp35.fasta,Simulated_assembly_69_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_40_n10000_mp40.fasta,Simulated_assembly_69_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_45_n10000_mp45.fasta,Simulated_assembly_69_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_50_n10000_mp50.fasta,Simulated_assembly_69_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_55_n10000_mp55.fasta,Simulated_assembly_69_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_60_n10000_mp60.fasta,Simulated_assembly_69_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_65_n10000_mp65.fasta,Simulated_assembly_69_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_70_n10000_mp70.fasta,Simulated_assembly_69_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_75_n10000_mp75.fasta,Simulated_assembly_69_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_80_n10000_mp80.fasta,Simulated_assembly_69_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_85_n10000_mp85.fasta,Simulated_assembly_69_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_69_iteration_90_n10000_mp90.fasta,Simulated_assembly_69_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_0_n10000_original.fasta,Simulated_assembly_70_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_5_n10000_mp5.fasta,Simulated_assembly_70_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_10_n10000_mp10.fasta,Simulated_assembly_70_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_15_n10000_mp15.fasta,Simulated_assembly_70_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_20_n10000_mp20.fasta,Simulated_assembly_70_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_25_n10000_mp25.fasta,Simulated_assembly_70_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_30_n10000_mp30.fasta,Simulated_assembly_70_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_35_n10000_mp35.fasta,Simulated_assembly_70_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_40_n10000_mp40.fasta,Simulated_assembly_70_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_45_n10000_mp45.fasta,Simulated_assembly_70_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_50_n10000_mp50.fasta,Simulated_assembly_70_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_55_n10000_mp55.fasta,Simulated_assembly_70_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_60_n10000_mp60.fasta,Simulated_assembly_70_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_65_n10000_mp65.fasta,Simulated_assembly_70_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_70_n10000_mp70.fasta,Simulated_assembly_70_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_75_n10000_mp75.fasta,Simulated_assembly_70_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_80_n10000_mp80.fasta,Simulated_assembly_70_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_85_n10000_mp85.fasta,Simulated_assembly_70_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_70_iteration_90_n10000_mp90.fasta,Simulated_assembly_70_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_0_n10000_original.fasta,Simulated_assembly_71_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_5_n10000_mp5.fasta,Simulated_assembly_71_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_10_n10000_mp10.fasta,Simulated_assembly_71_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_15_n10000_mp15.fasta,Simulated_assembly_71_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_20_n10000_mp20.fasta,Simulated_assembly_71_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_25_n10000_mp25.fasta,Simulated_assembly_71_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_30_n10000_mp30.fasta,Simulated_assembly_71_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_35_n10000_mp35.fasta,Simulated_assembly_71_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_40_n10000_mp40.fasta,Simulated_assembly_71_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_45_n10000_mp45.fasta,Simulated_assembly_71_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_50_n10000_mp50.fasta,Simulated_assembly_71_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_55_n10000_mp55.fasta,Simulated_assembly_71_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_60_n10000_mp60.fasta,Simulated_assembly_71_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_65_n10000_mp65.fasta,Simulated_assembly_71_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_70_n10000_mp70.fasta,Simulated_assembly_71_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_75_n10000_mp75.fasta,Simulated_assembly_71_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_80_n10000_mp80.fasta,Simulated_assembly_71_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_85_n10000_mp85.fasta,Simulated_assembly_71_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_71_iteration_90_n10000_mp90.fasta,Simulated_assembly_71_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_0_n10000_original.fasta,Simulated_assembly_72_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_5_n10000_mp5.fasta,Simulated_assembly_72_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_10_n10000_mp10.fasta,Simulated_assembly_72_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_15_n10000_mp15.fasta,Simulated_assembly_72_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_20_n10000_mp20.fasta,Simulated_assembly_72_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_25_n10000_mp25.fasta,Simulated_assembly_72_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_30_n10000_mp30.fasta,Simulated_assembly_72_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_35_n10000_mp35.fasta,Simulated_assembly_72_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_40_n10000_mp40.fasta,Simulated_assembly_72_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_45_n10000_mp45.fasta,Simulated_assembly_72_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_50_n10000_mp50.fasta,Simulated_assembly_72_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_55_n10000_mp55.fasta,Simulated_assembly_72_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_60_n10000_mp60.fasta,Simulated_assembly_72_iteration_60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_65_n10000_mp65.fasta,Simulated_assembly_72_iteration_65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_70_n10000_mp70.fasta,Simulated_assembly_72_iteration_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_75_n10000_mp75.fasta,Simulated_assembly_72_iteration_75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_80_n10000_mp80.fasta,Simulated_assembly_72_iteration_80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_85_n10000_mp85.fasta,Simulated_assembly_72_iteration_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_72_iteration_90_n10000_mp90.fasta,Simulated_assembly_72_iteration_90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_0_n10000_original.fasta,Simulated_assembly_73_iteration_0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_5_n10000_mp5.fasta,Simulated_assembly_73_iteration_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_10_n10000_mp10.fasta,Simulated_assembly_73_iteration_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_15_n10000_mp15.fasta,Simulated_assembly_73_iteration_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_20_n10000_mp20.fasta,Simulated_assembly_73_iteration_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_25_n10000_mp25.fasta,Simulated_assembly_73_iteration_25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_30_n10000_mp30.fasta,Simulated_assembly_73_iteration_30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_35_n10000_mp35.fasta,Simulated_assembly_73_iteration_35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_40_n10000_mp40.fasta,Simulated_assembly_73_iteration_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_45_n10000_mp45.fasta,Simulated_assembly_73_iteration_45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_50_n10000_mp50.fasta,Simulated_assembly_73_iteration_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simulated_assembly_73_iteration_55_n10000_mp55.fasta,Simulated_assembly_73_iteration_55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
